model,question_id,persona,frames_available,frame_consistency,all_frames_agree
google/gemini-2.5-flash-lite,PRPP18,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP18,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP19,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP19,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP19,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP19,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP19,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP19,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP20,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP20,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP20,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP20,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP20,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP20,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP21,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP21,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP21,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP21,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP21,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP21,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP22,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP22,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP22,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP22,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP22,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP22,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP23,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP23,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP23,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP23,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP23,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP23,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP24,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP24,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP24,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP24,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP24,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP24,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP25,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP25,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP25,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP25,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP25,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP25,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP26,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP26,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP26,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP26,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP26,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP26,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP27,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP27,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP27,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP27,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP27,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP27,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP28,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP29,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP29,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP29,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP29,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP29,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP29,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP30,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP31,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP31,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP31,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP31,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP31,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP31,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP32,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP32,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP32,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP32,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP32,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP32,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP33,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP33,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP33,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP33,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP33,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP33,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP34,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP34,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP34,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP34,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP34,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP34,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP35,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP35,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP35,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP35,P3,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP35,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP35,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP36,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP36,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP36,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP36,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP36,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP36,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P0,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P1,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P2,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP37,P5,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP38,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP38,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP38,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP38,P3,3,1.0,True
google/gemini-2.5-flash-lite,PRPP38,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP38,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP39,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP39,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP39,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP39,P3,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP39,P4,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP39,P5,3,1.0,True
google/gemini-2.5-flash-lite,PRPP40,P0,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP40,P1,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP40,P2,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP40,P3,3,0.6666666666666666,False
google/gemini-2.5-flash-lite,PRPP40,P4,3,1.0,True
google/gemini-2.5-flash-lite,PRPP40,P5,3,1.0,True
qwen/qwen3-14b,PRPP01,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP01,P1,3,1.0,True
qwen/qwen3-14b,PRPP01,P2,3,1.0,True
qwen/qwen3-14b,PRPP01,P3,3,1.0,True
qwen/qwen3-14b,PRPP01,P4,3,1.0,True
qwen/qwen3-14b,PRPP01,P5,3,1.0,True
qwen/qwen3-14b,PRPP02,P0,3,1.0,True
qwen/qwen3-14b,PRPP02,P1,3,1.0,True
qwen/qwen3-14b,PRPP02,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP02,P3,3,1.0,True
qwen/qwen3-14b,PRPP02,P4,3,1.0,True
qwen/qwen3-14b,PRPP02,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP03,P0,3,1.0,True
qwen/qwen3-14b,PRPP03,P1,3,1.0,True
qwen/qwen3-14b,PRPP03,P2,3,1.0,True
qwen/qwen3-14b,PRPP03,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP03,P4,3,1.0,True
qwen/qwen3-14b,PRPP03,P5,3,1.0,True
qwen/qwen3-14b,PRPP04,P0,3,1.0,True
qwen/qwen3-14b,PRPP04,P1,3,1.0,True
qwen/qwen3-14b,PRPP04,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP04,P3,3,1.0,True
qwen/qwen3-14b,PRPP04,P4,3,1.0,True
qwen/qwen3-14b,PRPP04,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP05,P0,3,1.0,True
qwen/qwen3-14b,PRPP05,P1,3,1.0,True
qwen/qwen3-14b,PRPP05,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP05,P3,3,1.0,True
qwen/qwen3-14b,PRPP05,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP05,P5,3,1.0,True
qwen/qwen3-14b,PRPP06,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP06,P1,3,1.0,True
qwen/qwen3-14b,PRPP06,P2,3,1.0,True
qwen/qwen3-14b,PRPP06,P3,3,1.0,True
qwen/qwen3-14b,PRPP06,P4,3,1.0,True
qwen/qwen3-14b,PRPP06,P5,3,1.0,True
qwen/qwen3-14b,PRPP07,P0,3,1.0,True
qwen/qwen3-14b,PRPP07,P1,3,1.0,True
qwen/qwen3-14b,PRPP07,P2,3,1.0,True
qwen/qwen3-14b,PRPP07,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP07,P4,3,1.0,True
qwen/qwen3-14b,PRPP07,P5,3,1.0,True
qwen/qwen3-14b,PRPP08,P0,3,1.0,True
qwen/qwen3-14b,PRPP08,P1,3,1.0,True
qwen/qwen3-14b,PRPP08,P2,3,1.0,True
qwen/qwen3-14b,PRPP08,P3,3,1.0,True
qwen/qwen3-14b,PRPP08,P4,3,1.0,True
qwen/qwen3-14b,PRPP08,P5,3,1.0,True
qwen/qwen3-14b,PRPP09,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP09,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP09,P2,3,1.0,True
qwen/qwen3-14b,PRPP09,P3,3,1.0,True
qwen/qwen3-14b,PRPP09,P4,3,1.0,True
qwen/qwen3-14b,PRPP09,P5,3,1.0,True
qwen/qwen3-14b,PRPP10,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP10,P1,3,1.0,True
qwen/qwen3-14b,PRPP10,P2,3,1.0,True
qwen/qwen3-14b,PRPP10,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP10,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP10,P5,3,1.0,True
qwen/qwen3-14b,PRPP11,P0,3,1.0,True
qwen/qwen3-14b,PRPP11,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP11,P2,3,1.0,True
qwen/qwen3-14b,PRPP11,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP11,P4,3,1.0,True
qwen/qwen3-14b,PRPP11,P5,3,1.0,True
qwen/qwen3-14b,PRPP12,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP12,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP12,P2,3,1.0,True
qwen/qwen3-14b,PRPP12,P3,3,1.0,True
qwen/qwen3-14b,PRPP12,P4,3,1.0,True
qwen/qwen3-14b,PRPP12,P5,3,1.0,True
qwen/qwen3-14b,PRPP13,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP13,P1,3,1.0,True
qwen/qwen3-14b,PRPP13,P2,3,1.0,True
qwen/qwen3-14b,PRPP13,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP13,P4,3,1.0,True
qwen/qwen3-14b,PRPP13,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP14,P0,3,1.0,True
qwen/qwen3-14b,PRPP14,P1,3,1.0,True
qwen/qwen3-14b,PRPP14,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP14,P3,3,1.0,True
qwen/qwen3-14b,PRPP14,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP14,P5,3,1.0,True
qwen/qwen3-14b,PRPP15,P0,3,1.0,True
qwen/qwen3-14b,PRPP15,P1,3,1.0,True
qwen/qwen3-14b,PRPP15,P2,3,1.0,True
qwen/qwen3-14b,PRPP15,P3,3,1.0,True
qwen/qwen3-14b,PRPP15,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP15,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP16,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP16,P1,3,1.0,True
qwen/qwen3-14b,PRPP16,P2,3,1.0,True
qwen/qwen3-14b,PRPP16,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP16,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP16,P5,3,1.0,True
qwen/qwen3-14b,PRPP17,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP17,P1,3,1.0,True
qwen/qwen3-14b,PRPP17,P2,3,1.0,True
qwen/qwen3-14b,PRPP17,P3,3,1.0,True
qwen/qwen3-14b,PRPP17,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP17,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP18,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP18,P1,3,1.0,True
qwen/qwen3-14b,PRPP18,P2,3,1.0,True
qwen/qwen3-14b,PRPP18,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP18,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP18,P5,3,1.0,True
qwen/qwen3-14b,PRPP19,P0,3,1.0,True
qwen/qwen3-14b,PRPP19,P1,3,1.0,True
qwen/qwen3-14b,PRPP19,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP19,P3,3,1.0,True
qwen/qwen3-14b,PRPP19,P4,3,1.0,True
qwen/qwen3-14b,PRPP19,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP20,P0,3,1.0,True
qwen/qwen3-14b,PRPP20,P1,3,1.0,True
qwen/qwen3-14b,PRPP20,P2,3,1.0,True
qwen/qwen3-14b,PRPP20,P3,3,1.0,True
qwen/qwen3-14b,PRPP20,P4,3,1.0,True
qwen/qwen3-14b,PRPP20,P5,3,1.0,True
qwen/qwen3-14b,PRPP21,P0,3,1.0,True
qwen/qwen3-14b,PRPP21,P1,3,1.0,True
qwen/qwen3-14b,PRPP21,P2,3,1.0,True
qwen/qwen3-14b,PRPP21,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP21,P4,3,1.0,True
qwen/qwen3-14b,PRPP21,P5,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP22,P0,3,1.0,True
qwen/qwen3-14b,PRPP22,P1,3,1.0,True
qwen/qwen3-14b,PRPP22,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP22,P3,3,1.0,True
qwen/qwen3-14b,PRPP22,P4,3,1.0,True
qwen/qwen3-14b,PRPP22,P5,3,1.0,True
qwen/qwen3-14b,PRPP23,P0,3,1.0,True
qwen/qwen3-14b,PRPP23,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP23,P2,3,1.0,True
qwen/qwen3-14b,PRPP23,P3,3,1.0,True
qwen/qwen3-14b,PRPP23,P4,3,1.0,True
qwen/qwen3-14b,PRPP23,P5,3,1.0,True
qwen/qwen3-14b,PRPP24,P0,3,1.0,True
qwen/qwen3-14b,PRPP24,P1,3,1.0,True
qwen/qwen3-14b,PRPP24,P2,3,1.0,True
qwen/qwen3-14b,PRPP24,P3,3,1.0,True
qwen/qwen3-14b,PRPP24,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP24,P5,3,1.0,True
qwen/qwen3-14b,PRPP25,P0,3,1.0,True
qwen/qwen3-14b,PRPP25,P1,3,1.0,True
qwen/qwen3-14b,PRPP25,P2,3,1.0,True
qwen/qwen3-14b,PRPP25,P3,3,1.0,True
qwen/qwen3-14b,PRPP25,P4,3,1.0,True
qwen/qwen3-14b,PRPP25,P5,3,1.0,True
qwen/qwen3-14b,PRPP26,P0,3,1.0,True
qwen/qwen3-14b,PRPP26,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP26,P2,3,1.0,True
qwen/qwen3-14b,PRPP26,P3,3,1.0,True
qwen/qwen3-14b,PRPP26,P4,3,1.0,True
qwen/qwen3-14b,PRPP26,P5,3,1.0,True
qwen/qwen3-14b,PRPP27,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP27,P1,3,1.0,True
qwen/qwen3-14b,PRPP27,P2,3,1.0,True
qwen/qwen3-14b,PRPP27,P3,3,1.0,True
qwen/qwen3-14b,PRPP27,P4,3,1.0,True
qwen/qwen3-14b,PRPP27,P5,3,1.0,True
qwen/qwen3-14b,PRPP28,P0,3,1.0,True
qwen/qwen3-14b,PRPP28,P1,3,1.0,True
qwen/qwen3-14b,PRPP28,P2,3,1.0,True
qwen/qwen3-14b,PRPP28,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP28,P4,3,1.0,True
qwen/qwen3-14b,PRPP28,P5,3,1.0,True
qwen/qwen3-14b,PRPP29,P0,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP29,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP29,P2,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP29,P3,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP29,P4,3,1.0,True
qwen/qwen3-14b,PRPP29,P5,3,1.0,True
qwen/qwen3-14b,PRPP30,P0,3,1.0,True
qwen/qwen3-14b,PRPP30,P1,3,1.0,True
qwen/qwen3-14b,PRPP30,P2,3,1.0,True
qwen/qwen3-14b,PRPP30,P3,3,1.0,True
qwen/qwen3-14b,PRPP30,P4,3,1.0,True
qwen/qwen3-14b,PRPP30,P5,3,1.0,True
qwen/qwen3-14b,PRPP31,P0,3,1.0,True
qwen/qwen3-14b,PRPP31,P1,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP31,P2,3,1.0,True
qwen/qwen3-14b,PRPP31,P3,3,1.0,True
qwen/qwen3-14b,PRPP31,P4,3,0.6666666666666666,False
qwen/qwen3-14b,PRPP31,P5,3,1.0,True
qwen/qwen3-14b,PRPP32,P0,3,1.0,True
